source_file,total_time,qubit_caps,env_type,runs,allocator,scenario,scenario_cat,base_frames,frame_step,cap_type,scale,capacity,experiment,winner,frames,model,reward,regret,avg_reward,model_avg_eff,eff_pct,gap_pct,retries,failures,misses_thrs,scenario_winner,scen_winner_eff,scen_winner_reward,scen_winner_gap
MultiRunEvaluator_4000-Default_All_All-4000_2000_3_S1T_iCMABs.pkl,26.275745153427124,"(8, 10, 8, 9)",stochastic,3,Default,MARKOV,Structured (Markov Chain Based),4000,2000,T,1.0,8000.0,1,CEpsilonGreedy,4000,ORACLE,2756.9458285402147,0,0.6892364571350537,,,,0,0,0,CEpsilonGreedy,85.83784378870614,3548.7185800035054,14.16215621129387
MultiRunEvaluator_4000-Default_All_All-4000_2000_3_S1T_iCMABs.pkl,26.275745153427124,"(8, 10, 8, 9)",stochastic,3,Default,MARKOV,Structured (Markov Chain Based),4000,2000,T,1.0,8000.0,1,CEpsilonGreedy,4000,CEPSILONGREEDY,2370.6784298840757,0,0.5926696074710189,85.83784378870614,85.98930038242119,14.010699617578808,0,0,0,CEpsilonGreedy,85.83784378870614,3548.7185800035054,14.16215621129387
MultiRunEvaluator_4000-Default_All_All-4000_2000_3_S1T_iCMABs.pkl,26.275745153427124,"(8, 10, 8, 9)",stochastic,3,Default,MARKOV,Structured (Markov Chain Based),4000,2000,T,1.0,8000.0,1,CEpsilonGreedy,4000,CEXP4,1895.1040477880726,0,0.4737760119470182,68.589739535122,68.7392558885177,31.260744111482296,0,0,0,CEpsilonGreedy,85.83784378870614,3548.7185800035054,14.16215621129387
MultiRunEvaluator_4000-Default_All_All-4000_2000_3_S1T_iCMABs.pkl,26.275745153427124,"(8, 10, 8, 9)",stochastic,3,Default,MARKOV,Structured (Markov Chain Based),4000,2000,T,1.0,8000.0,1,CEpsilonGreedy,4000,CPURSUIT,2322.5595909697704,0,0.5806398977424426,83.51962825636338,84.24393279426717,15.756067205732833,0,0,0,CEpsilonGreedy,85.83784378870614,3548.7185800035054,14.16215621129387
MultiRunEvaluator_4000-Default_All_All-4000_2000_3_S1T_iCMABs.pkl,26.275745153427124,"(8, 10, 8, 9)",stochastic,3,Default,MARKOV,Structured (Markov Chain Based),4000,2000,T,1.0,8000.0,1,CEpsilonGreedy,4000,CEPOCHGREEDY,1037.4895392840704,0,0.2593723848210176,37.39185238296204,37.63184348940996,62.36815651059004,0,0,3,CEpsilonGreedy,85.83784378870614,3548.7185800035054,14.16215621129387
MultiRunEvaluator_4000-Default_All_All-4000_2000_3_S1T_iCMABs.pkl,26.275745153427124,"(8, 10, 8, 9)",stochastic,3,Default,MARKOV,Structured (Markov Chain Based),4000,2000,T,1.0,8000.0,1,CEpsilonGreedy,4000,CTHOMPSONSAMPLING,1762.795727938293,0,0.44069893198457327,65.85212076939833,63.94016558793548,36.05983441206452,0,0,0,CEpsilonGreedy,85.83784378870614,3548.7185800035054,14.16215621129387
MultiRunEvaluator_4000-Default_All_All-4000_2000_3_S1T_iCMABs.pkl,26.275745153427124,"(8, 10, 8, 9)",stochastic,3,Default,MARKOV,Structured (Markov Chain Based),4000,2000,T,1.0,8000.0,2,CPursuit,6000,ORACLE,4135.185716684526,0,0.689197619447421,,,,0,0,0,CEpsilonGreedy,85.83784378870614,3548.7185800035054,14.16215621129387
MultiRunEvaluator_4000-Default_All_All-4000_2000_3_S1T_iCMABs.pkl,26.275745153427124,"(8, 10, 8, 9)",stochastic,3,Default,MARKOV,Structured (Markov Chain Based),4000,2000,T,1.0,8000.0,2,CPursuit,6000,CEPSILONGREEDY,3534.442653099628,0,0.5890737755166047,85.83784378870614,85.47240427047721,14.527595729522787,0,0,0,CEpsilonGreedy,85.83784378870614,3548.7185800035054,14.16215621129387
MultiRunEvaluator_4000-Default_All_All-4000_2000_3_S1T_iCMABs.pkl,26.275745153427124,"(8, 10, 8, 9)",stochastic,3,Default,MARKOV,Structured (Markov Chain Based),4000,2000,T,1.0,8000.0,2,CPursuit,6000,CEXP4,2821.632879507701,0,0.47027214658461686,68.589739535122,68.23473171042983,31.765268289570173,0,0,0,CEpsilonGreedy,85.83784378870614,3548.7185800035054,14.16215621129387
MultiRunEvaluator_4000-Default_All_All-4000_2000_3_S1T_iCMABs.pkl,26.275745153427124,"(8, 10, 8, 9)",stochastic,3,Default,MARKOV,Structured (Markov Chain Based),4000,2000,T,1.0,8000.0,2,CPursuit,6000,CPURSUIT,3678.1350502996847,0,0.6130225083832808,83.51962825636338,88.94727594601746,11.052724053982544,0,0,0,CEpsilonGreedy,85.83784378870614,3548.7185800035054,14.16215621129387
