exp_num,algorithm,reward,efficiency,retries,failures,threshold_misses,saturation_capacity,threshold_pct,source_file
2,CEPOCHGREEDY,1540.05,37.2,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
2,CTHOMPSONSAMPLING,2744.85,66.3,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
3,CEPSILONGREEDY,4843.41,87.7,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
3,CEXP4,3823.28,69.2,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
3,CPURSUIT,4452.55,80.6,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
3,CEPOCHGREEDY,2033.95,36.8,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
3,CTHOMPSONSAMPLING,3768.47,68.2,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
1,CEPSILONGREEDY,2360.56,85.3,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
1,CEXP4,1903.13,68.7,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
1,CPURSUIT,2489.26,89.9,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
1,CEPOCHGREEDY,1039.94,37.6,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
1,CTHOMPSONSAMPLING,1745.46,63.0,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
2,CEPSILONGREEDY,3294.55,79.4,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
2,CEXP4,2845.14,68.6,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
2,CPURSUIT,3757.75,90.6,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
2,CEPOCHGREEDY,1550.0,37.4,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
2,CTHOMPSONSAMPLING,2749.75,66.3,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
3,CEPSILONGREEDY,4652.31,84.5,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
3,CEXP4,3857.84,70.1,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
3,CPURSUIT,5023.47,91.2,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
3,CEPOCHGREEDY,2031.87,36.9,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
3,CTHOMPSONSAMPLING,3762.49,68.3,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
1,CEPSILONGREEDY,2580.51,92.6,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
1,CEXP4,2053.41,73.7,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
1,CPURSUIT,2661.46,95.5,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
1,CEPOCHGREEDY,1084.7,38.9,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
1,CTHOMPSONSAMPLING,1883.45,67.6,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
2,CEPSILONGREEDY,3894.11,93.1,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
2,CEXP4,3070.33,73.4,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
2,CPURSUIT,4039.28,96.6,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
2,CEPOCHGREEDY,1632.11,39.0,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
2,CTHOMPSONSAMPLING,2945.88,70.5,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
3,CEPSILONGREEDY,5213.99,93.5,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
3,CEXP4,4144.32,74.3,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
3,CPURSUIT,5127.32,92.0,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
3,CEPOCHGREEDY,2191.56,39.3,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
3,CTHOMPSONSAMPLING,4025.54,72.2,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S2Tb_20251209_log.txt
