exp_num,algorithm,reward,efficiency,retries,failures,threshold_misses,saturation_capacity,threshold_pct,source_file
1,CEPSILONGREEDY,2414.56,87.4,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CEXP4,1864.77,67.5,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CPURSUIT,2491.75,90.2,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CEPOCHGREEDY,1041.61,37.7,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CTHOMPSONSAMPLING,1760.05,63.7,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CEPSILONGREEDY,3659.3,88.3,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CEXP4,2823.39,68.1,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CPURSUIT,3576.92,86.3,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CEPOCHGREEDY,1534.34,37.0,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CTHOMPSONSAMPLING,2754.4,66.5,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CEPSILONGREEDY,4840.29,87.7,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CEXP4,3856.04,69.8,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CPURSUIT,5043.07,91.3,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CEPOCHGREEDY,2076.29,37.6,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CTHOMPSONSAMPLING,3720.54,67.4,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CEPSILONGREEDY,2370.68,86.0,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CEXP4,1895.1,68.7,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CPURSUIT,2322.56,84.2,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CEPOCHGREEDY,1037.49,37.6,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CTHOMPSONSAMPLING,1762.8,63.9,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CEPSILONGREEDY,3534.44,85.5,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CEXP4,2821.63,68.2,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CPURSUIT,3678.14,88.9,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CEPOCHGREEDY,1541.6,37.3,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CTHOMPSONSAMPLING,2705.83,65.4,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CEPSILONGREEDY,4741.03,86.1,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CEXP4,3790.28,68.8,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CPURSUIT,4262.58,77.4,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CEPOCHGREEDY,2053.05,37.3,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CTHOMPSONSAMPLING,3756.49,68.2,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CEPSILONGREEDY,2393.75,86.7,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CEXP4,1907.52,69.1,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CPURSUIT,2529.9,91.7,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CEPOCHGREEDY,1020.58,37.0,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CTHOMPSONSAMPLING,1734.53,62.8,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CEPSILONGREEDY,3662.66,88.3,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CEXP4,2895.53,69.8,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CPURSUIT,3670.88,88.5,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CEPOCHGREEDY,1508.04,36.4,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CTHOMPSONSAMPLING,2731.1,65.9,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CEPSILONGREEDY,4843.41,87.7,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CEXP4,3823.28,69.2,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CPURSUIT,4452.55,80.6,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CEPOCHGREEDY,2033.95,36.8,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CTHOMPSONSAMPLING,3768.47,68.2,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CEPSILONGREEDY,2180.0,79.9,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CEXP4,1884.22,69.1,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CPURSUIT,2257.9,82.8,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CEPOCHGREEDY,1021.35,37.5,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CTHOMPSONSAMPLING,1715.56,62.9,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CEPSILONGREEDY,3739.87,89.9,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CEXP4,2926.85,70.4,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CPURSUIT,3949.81,94.9,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CEPOCHGREEDY,1572.54,37.8,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CTHOMPSONSAMPLING,2773.27,66.7,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CEPSILONGREEDY,4652.31,84.5,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CEXP4,3857.84,70.1,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CPURSUIT,5023.47,91.2,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CEPOCHGREEDY,2031.87,36.9,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CTHOMPSONSAMPLING,3762.49,68.3,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CEPSILONGREEDY,2584.75,92.7,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CEXP4,2058.28,73.9,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CPURSUIT,2672.0,95.9,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CEPOCHGREEDY,1108.17,39.8,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CTHOMPSONSAMPLING,1876.39,67.3,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CEPSILONGREEDY,3915.72,93.7,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CEXP4,3093.52,74.0,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CPURSUIT,4029.23,96.4,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CEPOCHGREEDY,1635.96,39.1,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
2,CTHOMPSONSAMPLING,2948.6,70.5,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CEPSILONGREEDY,5213.99,93.5,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CEXP4,4144.32,74.3,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CPURSUIT,5127.32,92.0,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CEPOCHGREEDY,2191.56,39.3,3,0,3,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
3,CTHOMPSONSAMPLING,4025.54,72.2,0,0,0,8000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1T_20251209_log.txt
1,CEPSILONGREEDY,2363.67,85.5,0,0,0,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CEXP4,1936.88,70.0,0,0,0,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CPURSUIT,2510.17,90.8,0,0,0,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CEPOCHGREEDY,1044.33,37.8,3,0,3,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CTHOMPSONSAMPLING,1746.69,63.2,0,0,0,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CEPSILONGREEDY,3645.64,88.0,0,0,0,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CEXP4,2858.26,69.0,0,0,0,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CPURSUIT,3786.35,91.4,0,0,0,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CEPOCHGREEDY,1536.68,37.1,3,0,3,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CTHOMPSONSAMPLING,2724.69,65.8,0,0,0,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CEPSILONGREEDY,4884.96,88.5,0,0,0,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CEXP4,3847.49,69.7,0,0,0,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CPURSUIT,4800.62,86.9,0,0,0,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CEPOCHGREEDY,2062.18,37.3,3,0,3,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CTHOMPSONSAMPLING,3734.92,67.6,0,0,0,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CEPSILONGREEDY,2342.94,85.0,0,0,0,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CEXP4,1862.53,67.6,0,0,0,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CPURSUIT,2293.86,83.3,0,0,0,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CEPOCHGREEDY,1017.45,36.9,3,0,3,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CTHOMPSONSAMPLING,1735.27,63.0,0,0,0,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CEPSILONGREEDY,3579.09,86.6,0,0,0,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CEXP4,2883.05,69.7,0,0,0,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CPURSUIT,3523.66,85.2,0,0,0,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CEPOCHGREEDY,1539.4,37.2,3,0,3,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CTHOMPSONSAMPLING,2746.18,66.4,0,0,0,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CEPSILONGREEDY,4775.17,86.6,0,0,0,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CEXP4,3890.85,70.6,0,0,0,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CPURSUIT,4683.36,85.0,0,0,0,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CEPOCHGREEDY,2064.4,37.5,3,0,3,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CTHOMPSONSAMPLING,3732.2,67.7,0,0,0,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CEPSILONGREEDY,2404.29,87.0,0,0,0,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CEXP4,1897.15,68.7,0,0,0,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CPURSUIT,2416.07,87.4,0,0,0,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CEPOCHGREEDY,1040.86,37.7,3,0,3,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CTHOMPSONSAMPLING,1750.52,63.3,0,0,0,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CEPSILONGREEDY,3660.39,88.2,0,0,0,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CEXP4,2836.91,68.4,0,0,0,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CPURSUIT,3873.12,93.4,0,0,0,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CEPOCHGREEDY,1563.55,37.7,3,0,3,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CTHOMPSONSAMPLING,2744.64,66.2,0,0,0,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CEPSILONGREEDY,4745.96,85.9,0,0,0,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CEXP4,3833.23,69.4,0,0,0,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CPURSUIT,5151.45,93.2,0,0,0,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CEPOCHGREEDY,2081.09,37.7,3,0,3,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CTHOMPSONSAMPLING,3698.07,66.9,0,0,0,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CEPSILONGREEDY,2360.56,85.3,0,0,0,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CEXP4,1903.13,68.7,0,0,0,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CPURSUIT,2489.26,89.9,0,0,0,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CEPOCHGREEDY,1039.94,37.6,3,0,3,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CTHOMPSONSAMPLING,1745.46,63.0,0,0,0,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CEPSILONGREEDY,3274.64,79.7,0,0,0,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CEXP4,2822.95,68.7,0,0,0,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CPURSUIT,3625.39,88.2,0,0,0,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CEPOCHGREEDY,1487.48,36.2,3,0,3,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CTHOMPSONSAMPLING,2680.47,65.2,0,0,0,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CEPSILONGREEDY,4284.28,79.2,0,0,0,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CEXP4,3752.91,69.4,0,0,0,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CPURSUIT,4710.1,87.0,0,0,0,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CEPOCHGREEDY,1981.8,36.6,3,0,3,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CTHOMPSONSAMPLING,3667.2,67.8,0,0,0,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CEPSILONGREEDY,2580.51,92.6,0,0,0,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CEXP4,2053.41,73.7,0,0,0,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CPURSUIT,2661.46,95.5,0,0,0,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CEPOCHGREEDY,1084.7,38.9,3,0,3,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
1,CTHOMPSONSAMPLING,1883.45,67.6,0,0,0,6000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CEPSILONGREEDY,3904.04,93.4,0,0,0,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CEXP4,3092.1,74.0,0,0,0,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CPURSUIT,4042.02,96.7,0,0,0,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CEPOCHGREEDY,1648.34,39.4,3,0,3,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
2,CTHOMPSONSAMPLING,2950.3,70.6,0,0,0,9000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CEPSILONGREEDY,5212.85,93.5,0,0,0,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CEXP4,4116.39,73.8,0,0,0,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CPURSUIT,5412.57,97.1,0,0,0,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CEPOCHGREEDY,2178.09,39.1,3,0,3,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
3,CTHOMPSONSAMPLING,4029.19,72.3,0,0,0,12000.0,0.5,quantum(CMABs)_exps-Default_alloc-all_envs-5_attacks-4000_2000-3_runs-S1.5T_20251209_log.txt
